_id,userId,certificateName,organization,isApproved,approvedBy,certificateFile
661238d1c478ba97b06a7c79,66123830c478ba97b06a6c86,Zabble,Cole LLC,True,Connie King,present.html
661238d1c478ba97b06a7c7a,66123830c478ba97b06a6c86,Quonkelflapwort,Woods-Wade,True,Kim Welch,forget.gif
661238d1c478ba97b06a7c7b,66123830c478ba97b06a6c87,Zibbert,"Lin, Salas and Cox",True,Luis Oliver,practice.wav
661238d1c478ba97b06a7c7c,66123830c478ba97b06a6c87,Zorkle,Carr Ltd,True,Charles Arnold,maintain.avi
661238d1c478ba97b06a7c7d,66123830c478ba97b06a6c87,Flabble,Bradford-Keller,True,Veronica Morales,Mr.webm
661238d1c478ba97b06a7c7e,66123830c478ba97b06a6c88,Zobble,Garcia LLC,True,Jerry Farmer,represent.png
661238d1c478ba97b06a7c7f,66123830c478ba97b06a6c88,Quaggle,"Cole, Weber and Flores",True,Jake Washington,test.odt
661238d1c478ba97b06a7c80,66123830c478ba97b06a6c88,Zizzle,Miller and Sons,True,Derrick Hays,energy.flac
661238d1c478ba97b06a7c81,66123830c478ba97b06a6c89,Snizzleblabber,Sanchez-Harding,True,Dr. Steven Patterson MD,turn.css
661238d1c478ba97b06a7c82,66123830c478ba97b06a6c89,Quonklewort,Greene Ltd,True,Ryan Cook,poor.mp3
661238d1c478ba97b06a7c83,66123830c478ba97b06a6c89,Quibber,"Mitchell, Jackson and Hardin",True,Jane Murphy,plan.flac
661238d1c478ba97b06a7c84,66123830c478ba97b06a6c8a,Quonkle,"Baker, Edwards and Larson",True,Denise Taylor,economy.mp4
661238d1c478ba97b06a7c85,66123830c478ba97b06a6c8a,Sniggly,"Stephens, Gray and King",True,Jeffrey Williams,chair.mp4
661238d1c478ba97b06a7c86,66123830c478ba97b06a6c8a,Snorpel,Wilcox-Johnson,True,Austin Wise,later.html
661238d1c478ba97b06a7c87,66123830c478ba97b06a6c8b,Blobber,Swanson Group,True,Nicholas Nguyen,old.webm
661238d1c478ba97b06a7c88,66123830c478ba97b06a6c8b,Snuggle,"Werner, Thompson and Reyes",True,Anthony Baird,leg.xls
661238d1c478ba97b06a7c89,66123830c478ba97b06a6c8b,Flapdoodle,Chan PLC,True,Kendra Smith,big.jpg
661238d1c478ba97b06a7c8a,66123831c478ba97b06a6c8c,Snizzleblabber,Curtis-Rice,True,Arthur Rodriguez,listen.mp4
661238d1c478ba97b06a7c8b,66123831c478ba97b06a6c8c,Snortlet,Lopez-Stewart,True,Brian Powell,ten.gif
661238d1c478ba97b06a7c8c,66123831c478ba97b06a6c8c,Snorkelwump,Kelley-Velazquez,True,Anita Wilson,majority.wav
661238d2c478ba97b06a7c8d,66123831c478ba97b06a6c8d,Ziblet,Green and Sons,True,John Salas,great.js
661238d2c478ba97b06a7c8e,66123831c478ba97b06a6c8d,Flapjig,Werner-Martinez,True,James Brown,people.gif
661238d2c478ba97b06a7c8f,66123831c478ba97b06a6c8d,Snorbel,"Martinez, Fritz and Bradford",True,Nichole Ward,national.mp3
661238d2c478ba97b06a7c90,66123831c478ba97b06a6c8e,Snorkle,Diaz Inc,True,Tracy Allison,professional.docx
661238d2c478ba97b06a7c91,66123831c478ba97b06a6c8e,Zonkletwort,"Romero, Acevedo and Floyd",True,Emily Graham,system.odp
661238d2c478ba97b06a7c92,66123831c478ba97b06a6c8e,Zizzlet,Lewis-Moreno,True,Michael Kirk,sit.flac
661238d2c478ba97b06a7c93,66123831c478ba97b06a6c8f,Quonkletwort,Mccarthy Inc,True,Andrew Jackson,who.doc
661238d2c478ba97b06a7c94,66123831c478ba97b06a6c8f,Quonkelflap,Powell-Bruce,True,Curtis Martin,go.webm
661238d2c478ba97b06a7c95,66123831c478ba97b06a6c8f,Quorple,"Butler, Cummings and Cooper",True,Emily Turner,court.pdf
661238d2c478ba97b06a7c96,66123831c478ba97b06a6c90,Quonkelflapwort,Herrera LLC,True,Kimberly Fischer,herself.json
661238d2c478ba97b06a7c97,66123831c478ba97b06a6c90,Zonklet,"Christian, Bennett and Jones",True,Felicia Payne,social.ppt
661238d2c478ba97b06a7c98,66123831c478ba97b06a6c90,Quonkelflapwump,Wells PLC,True,Courtney Anthony,mind.mov
661238d2c478ba97b06a7c99,66123831c478ba97b06a6c91,Sniggle,"Brewer, Mathis and Brennan",True,Kristine Gill,white.txt
661238d2c478ba97b06a7c9a,66123831c478ba97b06a6c91,Snorkle,Ramirez-Holland,True,Carolyn Williams,figure.css
661238d2c478ba97b06a7c9b,66123831c478ba97b06a6c91,Snortlet,"Roman, Morrison and Moore",True,Karen Patterson,your.csv
661238d2c478ba97b06a7c9c,66123831c478ba97b06a6c92,Quaggle,Forbes-Ball,True,Cynthia James,course.jpeg
661238d2c478ba97b06a7c9d,66123831c478ba97b06a6c92,Flibber,"Smith, Wilson and Pennington",True,Austin Weber,property.bmp
661238d2c478ba97b06a7c9e,66123831c478ba97b06a6c92,Sploof,Logan-Gutierrez,True,Robin Mayo,drug.mov
661238d2c478ba97b06a7c9f,66123831c478ba97b06a6c93,Quixby,"Bennett, Murray and Thomas",True,Ashley Arnold,pressure.key
661238d2c478ba97b06a7ca0,66123831c478ba97b06a6c93,Quibble,Holland PLC,True,Theresa Brown,new.bmp
661238d2c478ba97b06a7ca1,66123831c478ba97b06a6c93,Blobbly,Brown Ltd,True,Brandon Santos,least.numbers
661238d2c478ba97b06a7ca2,66123831c478ba97b06a6c94,Floobert,Brown Ltd,True,Manuel Wells,heavy.json
661238d2c478ba97b06a7ca3,66123831c478ba97b06a6c94,Snortlet,Gonzalez-Hughes,True,Nicole Brown,everything.txt
661238d2c478ba97b06a7ca4,66123831c478ba97b06a6c94,Blorple,Moody Inc,True,Jeffrey King,card.odt
661238d2c478ba97b06a7ca5,66123831c478ba97b06a6c95,Wompus,Gill LLC,True,Sandra Garcia,not.odp
661238d2c478ba97b06a7ca6,66123831c478ba97b06a6c95,Doodlewump,Anderson and Sons,True,Dawn Joseph,stuff.jpg
661238d2c478ba97b06a7ca7,66123831c478ba97b06a6c95,Snuggle,Arellano-Russell,True,Kathleen Scott,law.tiff
661238d2c478ba97b06a7ca8,66123831c478ba97b06a6c96,Bizzwazz,Watts-Greene,True,Michael Green,top.jpeg
661238d2c478ba97b06a7ca9,66123831c478ba97b06a6c96,Zobble,Wiley-Erickson,True,Matthew Porter,radio.mov
661238d2c478ba97b06a7caa,66123831c478ba97b06a6c96,Bizzleblat,Ortega PLC,True,Scott Bennett,involve.webm
661238d2c478ba97b06a7cab,66123831c478ba97b06a6c97,Zibblen,Figueroa PLC,True,Roger Horne,consider.doc
661238d2c478ba97b06a7cac,66123831c478ba97b06a6c97,Quifflet,Austin LLC,True,Angela Rodriguez,theory.mov
661238d2c478ba97b06a7cad,66123831c478ba97b06a6c97,Flapwort,Clay-Walker,True,Christopher Obrien,measure.jpg
661238d2c478ba97b06a7cae,66123832c478ba97b06a6c98,Blibbet,Bonilla-Reed,True,Danielle Taylor,modern.avi
661238d2c478ba97b06a7caf,66123832c478ba97b06a6c98,Flibber,Lopez and Sons,True,Stephen Watkins,list.mov
661238d2c478ba97b06a7cb0,66123832c478ba97b06a6c98,Snortlet,Ray Group,True,Lindsay Vazquez,plant.mp3
661238d2c478ba97b06a7cb1,66123832c478ba97b06a6c99,Quiffle,Morgan PLC,True,Connie Douglas,be.avi
661238d2c478ba97b06a7cb2,66123832c478ba97b06a6c99,Zizzle,"Richard, Wood and Gomez",True,David Maynard,sell.jpg
661238d2c478ba97b06a7cb3,66123832c478ba97b06a6c99,Zimble,Thomas-Haley,True,Carmen Hamilton,maintain.png
661238d2c478ba97b06a7cb4,66123832c478ba97b06a6c9a,Zimblezorp,"Henderson, Garrison and Hoover",True,Christie Gibbs MD,four.gif
661238d2c478ba97b06a7cb5,66123832c478ba97b06a6c9a,Zonklet,"Acevedo, Flores and Huffman",True,Jennifer Richardson,behavior.bmp
661238d2c478ba97b06a7cb6,66123832c478ba97b06a6c9a,Blimble,"Harrison, Garza and Green",True,Jennifer Moore,gas.mp4
661238d2c478ba97b06a7cb7,66123832c478ba97b06a6c9b,Zizzlewort,"Decker, Cuevas and Todd",True,Carla Copeland,treatment.mp3
661238d2c478ba97b06a7cb8,66123832c478ba97b06a6c9b,Flapjig,Alexander-Mitchell,True,Chelsea Patel,author.flac
661238d2c478ba97b06a7cb9,66123832c478ba97b06a6c9b,Snizzlewump,"Brown, Miller and Gray",True,Heather Walker,risk.mp3
661238d2c478ba97b06a7cba,66123832c478ba97b06a6c9c,Blorpel,Chapman Ltd,True,Kevin Sanders,anyone.avi
661238d2c478ba97b06a7cbb,66123832c478ba97b06a6c9c,Flapjig,Shea LLC,True,Darin Poole,job.flac
661238d2c478ba97b06a7cbc,66123832c478ba97b06a6c9c,Flubber,Walker-Johnson,True,Christina Stokes,indeed.mp4
661238d2c478ba97b06a7cbd,66123832c478ba97b06a6c9d,Snorbel,Long Inc,True,Angel Peterson,have.doc
661238d2c478ba97b06a7cbe,66123832c478ba97b06a6c9d,Snorkelwump,"Johnson, Anderson and Rodriguez",True,Nicholas Yang,lawyer.wav
661238d2c478ba97b06a7cbf,66123832c478ba97b06a6c9d,Sniglet,Barnett Ltd,True,Leah Ramirez,real.bmp
661238d2c478ba97b06a7cc0,66123832c478ba97b06a6c9e,Snorple,"Pineda, Jackson and Watson",True,Katie Garcia,size.wav
661238d2c478ba97b06a7cc1,66123832c478ba97b06a6c9e,Zibblewort,"Brown, Rodgers and Brown",True,Jeffrey Thompson,hot.flac
661238d2c478ba97b06a7cc2,66123832c478ba97b06a6c9e,Blibbet,"Smith, Cortez and Thompson",True,Daniel Kaiser,reduce.mp4
661238d2c478ba97b06a7cc3,66123832c478ba97b06a6c9f,Snizzle,Brooks-Duncan,True,Ian Clark,six.mp4
661238d2c478ba97b06a7cc4,66123832c478ba97b06a6c9f,Quindle,Fields Group,True,Lydia Graham,quickly.doc
661238d2c478ba97b06a7cc5,66123832c478ba97b06a6c9f,Zonklet,Collins-Hawkins,True,Jacqueline Johnson,consider.numbers
661238d2c478ba97b06a7cc6,66123832c478ba97b06a6ca0,Zonklet,Hamilton Group,True,Christina Cruz,drop.key
661238d2c478ba97b06a7cc7,66123832c478ba97b06a6ca0,Fringle,Schaefer-Daniels,True,Janice Reilly,arm.js
661238d2c478ba97b06a7cc8,66123832c478ba97b06a6ca0,Snuggle,Dalton-Ramos,True,Donald Hall,inside.ods
661238d3c478ba97b06a7cc9,66123832c478ba97b06a6ca1,Snorbel,"Harvey, Weiss and Perry",True,Joseph Castro,will.csv
661238d3c478ba97b06a7cca,66123832c478ba97b06a6ca1,Wizzbop,Jimenez-Delgado,True,Gabriella Martinez,member.doc
661238d3c478ba97b06a7ccb,66123832c478ba97b06a6ca1,Doodlewump,"Decker, Baker and Williams",True,Angelica Mercer,man.bmp
661238d3c478ba97b06a7ccc,66123832c478ba97b06a6ca2,Quifflewort,Brown-Hawkins,True,Elizabeth Johnson,green.xlsx
661238d3c478ba97b06a7ccd,66123832c478ba97b06a6ca2,Quonkle,Lynch-Thomas,True,Renee Smith,how.mp3
661238d3c478ba97b06a7cce,66123832c478ba97b06a6ca2,Zabblewort,Rogers-Wong,True,Chad Bryant,leave.wav
661238d3c478ba97b06a7ccf,66123832c478ba97b06a6ca3,Snortletwort,"Gibson, Bennett and Smith",True,Dr. Karla Pierce,provide.mp4
661238d3c478ba97b06a7cd0,66123832c478ba97b06a6ca3,Snizzlewump,"Hunter, Vaughn and Munoz",True,Jessica Taylor,nearly.js
